ID,X,Y
10281,"[1, 2, 0.04582676872614095, 0]",1
10282,"[0, 1, 0.017213885067490456, 0]",1
10283,"[0, 1, 0.048346749213695875, 0]",1
10284,"[0, 1, 0.1275265928976267, 0]",1
10285,"[0, 1, 0.02813807584296739, 0]",1
10286,"[0, 1, 0.05353757895650629, 0]",1
10287,"[0, 2, 0.08060180351583128, 0]",1
10288,"[0, 3, 0.03310582393764649, 0]",0
10289,"[0, 1, 0.011903564775501448, 0]",0
10290,"[1, 3, 0.03715964341409967, 0]",0
10291,"[0, 2, 0.06622811709855195, 1]",1
10292,"[1, 1, 0.041819900808359005, 0]",0
10293,"[1, 1, 0.05955497980450224, 0]",0
10294,"[0, 3, 0.07531574945814576, 0]",0
10295,"[0, 2, 0.010496015876347874, 0]",1
10296,"[1, 1, 0.0067128843170220776, 0]",0
10297,"[0, 1, 0.10404605862377615, 1]",1
10298,"[1, 2, 0.048799665230511956, 0]",0
10299,"[1, 1, 0.07731609325886284, 0]",0
10300,"[0, 1, 0.07104049476224937, 0]",1
10301,"[0, 2, 0.015782754101206716, 1]",1
10302,"[0, 2, 0.010657398153789969, 0]",1
10303,"[0, 1, 0.0190018482156702, 0]",0
10304,"[1, 1, 0.009446414288713087, 0]",0
10305,"[0, 2, 0.07798846366964246, 0]",1
10306,"[1, 1, 0.01360393552985327, 0]",0
10307,"[1, 2, 0.07287233879864383, 0]",1
10308,"[0, 3, 0.032393870734686345, 0]",1
10309,"[1, 2, 0.04135040440786136, 0]",0
10310,"[0, 2, 0.120727175675984, 1]",1
10311,"[1, 3, 0.012605146352827742, 0]",0
10312,"[1, 3, 0.10759392779735108, 0]",0
10313,"[0, 1, 0.13947615986781328, 1]",1
10314,"[1, 1, 0.03113442214238973, 0]",0
10315,"[1, 2, 0.05684207506275152, 0]",0
10316,"[0, 1, 0.13693772628753775, 0]",1
10317,"[1, 1, 0.020866196342053864, 0]",0
10318,"[0, 1, 0.036804944491712815, 0]",0
10319,"[0, 1, 0.06142735302966989, 1]",1
10320,"[0, 2, 0.04137150152859661, 0]",0
10321,"[0, 3, 0.0313815622742274, 0]",0
10322,"[1, 3, 0.041268903812682604, 0]",0
10323,"[0, 2, 0.15855947254346475, 0]",1
10324,"[0, 2, 0.0734787799591666, 0]",0
10325,"[0, 1, 0.049007886705613464, 0]",1
10326,"[0, 1, 0.15356357640682938, 1]",1
10327,"[1, 1, 0.07058152834377458, 0]",1
10328,"[1, 1, 0.1057063150289765, 0]",0
10329,"[0, 1, 0.1058570352841251, 0]",1
10330,"[0, 2, 0.06516185984687184, 0]",0
10331,"[1, 2, 0.02886356690987878, 0]",0
10332,"[1, 1, 0.020787977907356314, 0]",0
10333,"[0, 2, 0.023790755743651405, 0]",1
10334,"[1, 1, 0.047618282195790965, 0]",0
10335,"[1, 3, 0.07006116228664722, 0]",0
10336,"[1, 3, 0.04938737669386607, 0]",0
10337,"[1, 3, 0.05676695751304452, 0]",0
10338,"[0, 2, 0.05684207506275152, 0]",0
10339,"[0, 1, 0.0719215619723995, 1]",1
10340,"[0, 1, 0.07633920813759021, 1]",1
10341,"[0, 1, 0.02561465907117219, 1]",1
10342,"[1, 1, 0.024989911288948483, 0]",0
10343,"[1, 2, 0.00710525938284394, 0]",0
10344,"[0, 2, 0.10202127431810135, 0]",1
10345,"[0, 1, 0.06104352545488877, 0]",1
10346,"[1, 1, 0.24725163716792728, 0]",1
10347,"[0, 3, 0.08142243184664406, 0]",0
10348,"[0, 1, 0.09693226221089, 0]",1
10349,"[1, 2, 0.0734787799591666, 0]",0
10350,"[1, 2, 0.10042099927752768, 0]",0
10351,"[0, 3, 0.0075694220560950515, 0]",0
10352,"[1, 3, 0.0367393899795833, 0]",0
10353,"[1, 1, 0.04740338326978224, 0]",1
10354,"[1, 1, 0.011394998020813426, 0]",1
10355,"[0, 1, 0.15453227322995453, 1]",1
10356,"[1, 1, 0.02425675551206385, 0]",0
10357,"[1, 2, 0.03708774557518909, 0]",0
10358,"[0, 2, 0.013330221143034646, 0]",0
10359,"[1, 3, 0.08692440369184942, 0]",1
10360,"[1, 2, 0.08607514223788088, 0]",0
10361,"[0, 3, 0.046373306508227886, 0]",0
10362,"[0, 2, 0.03657028574867771, 0]",1
10363,"[1, 1, 0.00782371735568262, 0]",0
10364,"[1, 2, 0.04719720223507282, 0]",0
10365,"[1, 1, 0.05082298803768562, 0]",0
10366,"[0, 1, 0.04635280905831489, 1]",1
10367,"[1, 1, 0.027941950219137743, 0]",1
10368,"[1, 1, 0.0034626803920038292, 0]",0
10369,"[0, 3, 0.03629674672681723, 0]",0
10370,"[0, 3, 0.03403139641868431, 0]",0
10371,"[0, 1, 0.1260035352151488, 0]",1
10372,"[0, 2, 0.04440941072148262, 1]",1
10373,"[0, 1, 0.0547750905150151, 0]",1
10374,"[0, 1, 0.01975458570021982, 0]",1
10375,"[0, 1, 0.0380036964313404, 1]",1
10376,"[1, 1, 0.032847237809236825, 0]",1
10377,"[0, 3, 0.032393870734686345, 0]",0
10378,"[0, 2, 0.05585794686488642, 1]",1
10379,"[1, 1, 0.036903130742055736, 0]",0
10380,"[1, 1, 0.019098094328016596, 0]",0
10381,"[0, 1, 0.027130455757728343, 0]",0
10382,"[1, 2, 0.07927973627173238, 0]",0
10383,"[0, 1, 0.020636890962299162, 0]",1
10384,"[0, 2, 0.05454080231645455, 0]",1
10385,"[0, 2, 0.04644955426762459, 0]",0
10386,"[0, 1, 0.057411764691263856, 0]",1
10387,"[0, 1, 0.02253076428633907, 0]",1
10388,"[0, 3, 0.027512785268679226, 0]",0
10389,"[0, 1, 0.07548555677997242, 1]",1
10390,"[0, 2, 0.06321774813952687, 0]",1
10391,"[0, 2, 0.017761247530893472, 0]",0
10392,"[0, 2, 0.15582568853409468, 1]",1
10393,"[0, 1, 0.08496062142203775, 1]",1
10394,"[1, 1, 0.013350028632402096, 0]",0
10395,"[0, 1, 0.04856022965514464, 0]",1
10396,"[0, 2, 0.07531574945814576, 1]",1
10397,"[1, 1, 0.01761771917149608, 0]",0
10398,"[0, 1, 0.04270221631299497, 0]",1
10399,"[0, 2, 0.008656982696338592, 0]",0
10400,"[0, 1, 0.07537461142129537, 0]",1
10401,"[1, 1, 0.0395244275110245, 0]",0
10402,"[1, 1, 0.04254228140539378, 0]",0
10403,"[0, 1, 0.03268456120808514, 0]",1
10404,"[0, 1, 0.10134139229836203, 0]",1
10405,"[0, 1, 0.07923319302141442, 0]",1
10406,"[0, 3, 0.08830415613140259, 1]",1
10407,"[1, 3, 0.037192962695380624, 0]",0
10408,"[1, 3, 0.03645330978076102, 0]",0
10409,"[1, 2, 0.044107098035052125, 0]",0
10410,"[0, 1, 0.0396694420728808, 1]",1
10411,"[0, 1, 0.12931142466909534, 0]",1
10412,"[0, 3, 0.04016839971101107, 0]",0
10413,"[1, 1, 0.007480724886747324, 0]",0
10414,"[0, 1, 0.13019597376821804, 1]",1
10415,"[0, 1, 0.10024340462511845, 1]",1
10416,"[1, 3, 0.03963986813586619, 0]",0
10417,"[0, 2, 0.010739694664630045, 0]",0
10418,"[1, 2, 0.07719399176957886, 0]",0
10419,"[1, 1, 0.020346340331279692, 0]",0
10420,"[0, 2, 0.11506199487404901, 1]",1
10421,"[1, 2, 0.0064389924138762225, 0]",0
10422,"[0, 2, 0.01607470008503682, 0]",0
10423,"[0, 1, 0.021254432149604447, 0]",0
10424,"[0, 2, 0.04071460824884731, 1]",0
10425,"[1, 1, 0.0836841660646064, 0]",0
10426,"[1, 2, 0.03963986813586619, 0]",0
10427,"[0, 2, 0.11721925433102372, 1]",1
10428,"[0, 1, 0.07903423954188006, 1]",1
10429,"[0, 1, 0.030735700752919138, 1]",0
10430,"[1, 2, 0.045638743203598675, 0]",1
10431,"[0, 1, 0.09079455056595331, 0]",1
10432,"[1, 1, 0.03529326312210595, 0]",0
10433,"[0, 2, 0.0627298512125385, 0]",1
10434,"[0, 3, 0.036854315123456265, 0]",0
10435,"[0, 2, 0.053060371589595645, 1]",1
10436,"[0, 2, 0.0627631245484548, 1]",1
10437,"[0, 3, 0.006549195605056153, 0]",0
10438,"[1, 2, 0.041268903812682604, 0]",0
10439,"[0, 1, 0.16284486369328813, 1]",1
10440,"[1, 1, 0.025157753990434573, 0]",0
10441,"[1, 2, 0.010212305011274, 0]",0
10442,"[1, 2, 0.21518785559470216, 0]",0
10443,"[0, 1, 0.12269650609134197, 1]",1
10444,"[0, 2, 0.030430605841675052, 0]",1
10445,"[0, 1, 0.09170928422893074, 1]",1
10446,"[1, 1, 0.050364498376700706, 0]",0
10447,"[1, 2, 0.007059850046038533, 0]",0
10448,"[1, 2, 0.013098391210112305, 0]",0
10449,"[0, 3, 0.09718161220405905, 0]",0
10450,"[0, 3, 0.10178561085012028, 0]",0
10451,"[1, 2, 0.03835399829134967, 0]",0
10452,"[0, 3, 0.019690392015201508, 0]",0
10453,"[0, 3, 0.023721495892329372, 0]",0
10454,"[1, 3, 0.016462458897955355, 0]",0
10455,"[0, 1, 0.05502557053735845, 0]",1
10456,"[0, 1, 0.062361124336380726, 1]",1
10457,"[0, 1, 0.07632177772619678, 0]",1
10458,"[1, 1, 0.0035254178171201483, 0]",0
10459,"[1, 1, 0.03802430816009648, 0]",0
10460,"[0, 1, 0.03612442750830106, 1]",1
10461,"[0, 1, 0.01291645359313625, 0]",1
10462,"[1, 1, 0.008596339134451124, 0]",0
10463,"[0, 2, 0.10641121612418171, 0]",1
10464,"[0, 1, 0.09377540346481898, 0]",1
10465,"[0, 1, 0.08406416334436305, 0]",1
10466,"[0, 1, 0.09414468682268219, 1]",1
10467,"[0, 2, 0.05379696389867554, 1]",1
10468,"[1, 1, 0.03745283567141351, 0]",0
10469,"[0, 1, 0.06963462551026364, 0]",1
10470,"[0, 1, 0.0935119583990703, 0]",1
10471,"[0, 1, 0.10664176914427717, 1]",1
10472,"[0, 2, 0.11157888808614186, 0]",1
10473,"[1, 1, 0.022905140760651935, 0]",1
10474,"[0, 1, 0.006976057733328592, 0]",0
10475,"[1, 1, 0.008133755488189518, 0]",0
10476,"[0, 3, 0.03659974892288397, 0]",0
10477,"[0, 1, 0.1021345940892391, 1]",1
10478,"[1, 3, 0.01265810915262954, 0]",0
10479,"[1, 2, 0.019451889018638948, 0]",0
10480,"[0, 1, 0.10155751593018418, 0]",1
10481,"[1, 1, 0.03246649402691298, 0]",1
10482,"[0, 1, 0.03382847459122435, 1]",1
10483,"[0, 1, 0.037822663232281256, 0]",0
10484,"[1, 1, 0.0492434650073117, 0]",0
10485,"[1, 3, 0.02510524981938192, 0]",0
10486,"[1, 1, 0.03659237010167456, 0]",0
10487,"[1, 2, 0.063669467439149, 0]",1
10488,"[1, 2, 0.02377419588153147, 0]",0
10489,"[0, 3, 0.05089280542506014, 0]",0
10490,"[0, 1, 0.0304304790869517, 0]",1
10491,"[0, 1, 0.1491657032639235, 1]",1
10492,"[1, 1, 0.011154156967716766, 0]",0
10493,"[0, 1, 0.05533408211684801, 0]",1
10494,"[1, 2, 0.03895769067607224, 0]",0
10495,"[1, 3, 0.012985474044507889, 0]",0
10496,"[0, 3, 0.06694733285168512, 0]",0
10497,"[0, 1, 0.06800475783922422, 0]",1
10498,"[0, 1, 0.0307012111944683, 0]",0
10499,"[0, 1, 0.034059384653527536, 1]",1
10500,"[0, 2, 0.19406378498645455, 1]",1
10501,"[0, 1, 0.007157530878481245, 0]",0
10502,"[0, 1, 0.03312379036301992, 0]",1
10503,"[1, 3, 0.038134556687668734, 0]",0
10504,"[1, 1, 0.032231166142463914, 0]",1
10505,"[1, 2, 0.051941896178031556, 0]",0
10506,"[1, 1, 0.012654038362892955, 0]",0
10507,"[1, 2, 0.04303757111894044, 0]",0
10508,"[1, 1, 0.05106152505637, 0]",0
10509,"[0, 3, 0.03806763967093334, 1]",1
10510,"[0, 3, 0.009594362988298822, 0]",0
10511,"[0, 2, 0.024295403051014762, 0]",0
10512,"[0, 3, 0.014795643181591392, 0]",0
10513,"[0, 1, 0.04209898307233708, 0]",0
10514,"[0, 1, 0.14031885087465512, 1]",1
10515,"[0, 2, 0.08626345792558852, 1]",1
10516,"[1, 2, 0.051941896178031556, 0]",0
10517,"[0, 2, 0.059071176045604516, 1]",1
10518,"[0, 2, 0.06784343702778493, 0]",1
10519,"[0, 1, 0.08756750233947103, 1]",1
10520,"[1, 2, 0.02072779945541356, 0]",1
10521,"[1, 2, 0.041268903812682604, 0]",0
10522,"[0, 2, 0.1673683321292128, 0]",0
10523,"[1, 2, 0.09271936393797273, 0]",0
10524,"[1, 3, 0.030006257152382747, 0]",0
10525,"[1, 1, 0.142709676204084, 0]",1
10526,"[1, 1, 0.014162868235282138, 0]",0
10527,"[1, 1, 0.0220460110714301, 0]",0
10528,"[0, 1, 0.06814218740657524, 0]",1
10529,"[1, 1, 0.05807678277137696, 0]",0
10530,"[1, 2, 0.059071176045604516, 0]",0
10531,"[1, 1, 0.016483131255465605, 0]",1
10532,"[1, 2, 0.11593326627056971, 0]",1
10533,"[0, 2, 0.042145165426351244, 0]",1
10534,"[0, 1, 0.08100848721415739, 1]",1
10535,"[1, 1, 0.02004721304244798, 0]",1
10536,"[0, 1, 0.024101039826606642, 0]",0
10537,"[0, 1, 0.11018716347616059, 1]",1
10538,"[0, 1, 0.061706415918206456, 1]",1
10539,"[0, 1, 0.05590321977808303, 1]",1
10540,"[0, 1, 0.1764283921402085, 1]",1
10541,"[0, 1, 0.08995802942034181, 0]",1
10542,"[0, 1, 0.08453302157546289, 0]",1
10543,"[0, 1, 0.13614537458217515, 1]",1
10544,"[0, 1, 0.08701807239913485, 0]",1
10545,"[0, 2, 0.04248860470584641, 0]",1
10546,"[0, 2, 0.10759392779735108, 0]",0
10547,"[1, 3, 0.0547750905150151, 0]",0
10548,"[1, 1, 0.030304131580779263, 0]",0
10549,"[0, 1, 0.025852819128838644, 0]",0
10550,"[0, 1, 0.11819966309870296, 1]",1
10551,"[1, 1, 0.01205556014860835, 0]",0
10552,"[1, 2, 0.03234396416440909, 0]",0
10553,"[1, 1, 0.05511912992684211, 0]",0
10554,"[0, 1, 0.01842056389972332, 0]",1
10555,"[1, 3, 0.006800519138433025, 0]",0
10556,"[1, 1, 0.03934930479365561, 0]",0
10557,"[1, 2, 0.006437243543431261, 0]",0
10558,"[1, 3, 0.0104605207580758, 0]",0
10559,"[0, 2, 0.033359607155418275, 1]",1
10560,"[1, 3, 0.014951017262162929, 0]",0
10561,"[1, 1, 0.03445082236440926, 0]",0
10562,"[1, 2, 0.028725354587598492, 0]",0
10563,"[0, 2, 0.041403759257160666, 1]",1
10564,"[1, 3, 0.035661293822297206, 0]",0
10565,"[1, 1, 0.16824810926405478, 0]",1
10566,"[1, 1, 0.010521306332188797, 0]",0
10567,"[0, 1, 0.1154666542215475, 0]",1
10568,"[0, 1, 0.09888934304061991, 1]",1
10569,"[0, 3, 0.020218993143126376, 0]",0
10570,"[0, 1, 0.09274661301645577, 1]",1
10571,"[0, 2, 0.05824556721209754, 1]",1
10572,"[0, 3, 0.032745978025280766, 0]",0
10573,"[1, 2, 0.04642852424742328, 0]",0
10574,"[0, 2, 0.09331154800124253, 1]",1
10575,"[1, 2, 0.044303382034203385, 0]",0
10576,"[0, 3, 0.09271936393797273, 0]",0
10577,"[1, 2, 0.008454653246623653, 0]",0
10578,"[0, 2, 0.015772931823695446, 0]",0
10579,"[1, 1, 0.0434104044874033, 0]",0
10580,"[1, 2, 0.07724692252117514, 0]",0
10581,"[1, 1, 0.008938577742103365, 0]",0
10582,"[0, 2, 0.09718161220405905, 0]",0
10583,"[1, 3, 0.048590806102029524, 0]",0
10584,"[0, 1, 0.021151628875498964, 0]",1
10585,"[0, 2, 0.07726613661497726, 0]",1
10586,"[0, 3, 0.12050519913303322, 0]",0
10587,"[0, 2, 0.10388379235606311, 0]",1
10588,"[0, 2, 0.1324562341971039, 0]",0
10589,"[1, 2, 0.009435065710611245, 0]",0
10590,"[1, 3, 0.03090645464599091, 0]",0
10591,"[0, 1, 0.10134139229836203, 0]",1
10592,"[1, 1, 0.005195520513018482, 0]",0
10593,"[1, 3, 0.0467198240411534, 0]",0
10594,"[1, 1, 0.020218993143126376, 0]",0
10595,"[0, 1, 0.07211184104345746, 0]",1
10596,"[1, 3, 0.009327027796674396, 0]",0
10597,"[1, 1, 0.041949942975356265, 0]",0
10598,"[0, 1, 0.06688521965642863, 0]",1
10599,"[0, 1, 0.10185650308275519, 1]",1
10600,"[0, 2, 0.0637635366741922, 0]",1
10601,"[1, 1, 0.007064628711055208, 0]",0
10602,"[0, 3, 0.0534919407334458, 0]",1
10603,"[0, 3, 0.08607514223788088, 0]",0
10604,"[0, 3, 0.05021049963876384, 0]",0
10605,"[0, 1, 0.03729345959962922, 0]",1
10606,"[1, 3, 0.04634815351270508, 0]",0
10607,"[0, 3, 0.06409851017714532, 0]",0
10608,"[1, 2, 0.03528567842804169, 0]",0
10609,"[0, 1, 0.1434585703964681, 1]",1
10610,"[1, 2, 0.029828019587384458, 0]",0
10611,"[0, 1, 0.019411422999740552, 0]",0
10612,"[0, 2, 0.03905857191961412, 0]",1
10613,"[0, 2, 0.03629674672681723, 0]",0
10614,"[1, 1, 0.02976343487777569, 0]",0
10615,"[1, 2, 0.03563653355546797, 0]",0
10616,"[0, 2, 0.051941896178031556, 0]",0
10617,"[0, 2, 0.05044452512944126, 0]",1
10618,"[1, 1, 0.004991070962687483, 0]",0
10619,"[1, 3, 0.04243140814543423, 0]",0
10620,"[0, 1, 0.029319483457730215, 0]",1
10621,"[1, 1, 0.016744900081501167, 0]",0
10622,"[1, 3, 0.037192962695380624, 0]",0
10623,"[1, 3, 0.032745978025280766, 0]",0
10624,"[1, 2, 0.011631775978092009, 0]",0
10625,"[0, 1, 0.10852601121850824, 0]",1
10626,"[0, 1, 0.05826236880426188, 1]",1
10627,"[0, 1, 0.03170440875883134, 1]",1
10628,"[0, 1, 0.005176132136800546, 0]",0
10629,"[0, 1, 0.04421697632466304, 0]",1
10630,"[0, 2, 0.00710525938284394, 0]",0
10631,"[0, 3, 0.006577794712501813, 0]",0
10632,"[1, 3, 0.03503058114332361, 0]",0
10633,"[1, 3, 0.04071121592332203, 0]",0
10634,"[0, 3, 0.05285315751448825, 0]",0
10635,"[1, 1, 0.04737108574781671, 0]",0
10636,"[0, 1, 0.09028192345380465, 1]",1
10637,"[1, 3, 0.0367393899795833, 0]",0
10638,"[0, 3, 0.07708036549814933, 0]",1
10639,"[1, 1, 0.05578944404307093, 0]",0
10640,"[0, 2, 0.09274661301645577, 1]",0
10641,"[1, 3, 0.11157888808614186, 0]",0
10642,"[1, 2, 0.007841789748468496, 0]",0
10643,"[1, 1, 0.04403360937085683, 0]",0
10644,"[0, 2, 0.025287099255810744, 0]",1
10645,"[0, 2, 0.11816324284181483, 1]",1
10646,"[0, 1, 0.03503058114332361, 1]",0
10647,"[1, 1, 0.03190029482762868, 0]",0
10648,"[0, 2, 0.013233563169091548, 1]",1
10649,"[0, 1, 0.09178786486839018, 0]",1
10650,"[0, 3, 0.12050519913303322, 0]",0
10651,"[1, 3, 0.026426578757244124, 0]",0
10652,"[1, 1, 0.011198653584886909, 0]",0
10653,"[0, 1, 0.04155351694242525, 1]",0
10654,"[1, 2, 0.042145165426351244, 0]",0
10655,"[0, 3, 0.0547750905150151, 1]",0
10656,"[1, 3, 0.0058158879890460044, 0]",0
10657,"[0, 2, 0.09172317045252451, 1]",1
10658,"[0, 2, 0.08738745185118448, 0]",0
10659,"[0, 1, 0.06754266462783026, 0]",1
10660,"[1, 1, 0.0031190523652645233, 0]",0
10661,"[0, 1, 0.16519020782275487, 0]",1
10662,"[0, 1, 0.06735443798424764, 0]",1
10663,"[1, 3, 0.010570631502897651, 0]",0
10664,"[0, 3, 0.04366130403370768, 0]",0
10665,"[1, 1, 0.01671602605421014, 0]",0
10666,"[1, 1, 0.025543733493599716, 0]",0
10667,"[1, 3, 0.02531621830525908, 0]",0
10668,"[0, 2, 0.04202141096832707, 1]",1
10669,"[1, 3, 0.014767794011401129, 0]",0
10670,"[0, 1, 0.06519561823783065, 1]",1
10671,"[0, 3, 0.007276884005617948, 0]",0
10672,"[0, 2, 0.010352680337889452, 0]",0
10673,"[0, 1, 0.034689226388619245, 0]",1
10674,"[0, 1, 0.04397999968358877, 1]",1
10675,"[1, 2, 0.007748136262226133, 0]",0
10676,"[0, 3, 0.04634815351270508, 0]",1
10677,"[1, 3, 0.011542643595118125, 0]",0
10678,"[0, 3, 0.03207726889941604, 0]",1
10679,"[0, 2, 0.03681718726612516, 1]",1
10680,"[0, 3, 0.0547750905150151, 0]",0
10681,"[0, 1, 0.08807332114555212, 1]",1
10682,"[0, 3, 0.051025036681692774, 1]",1
10683,"[0, 1, 0.06268872426394284, 1]",1
10684,"[0, 1, 0.18579821707049837, 0]",1
10685,"[0, 1, 0.055916037980252, 0]",1
10686,"[0, 1, 0.20776758471212622, 0]",1
10687,"[0, 3, 0.05793519189088135, 0]",0
10688,"[1, 1, 0.007172928519823405, 0]",0
10689,"[1, 1, 0.13907904590695908, 0]",0
10690,"[0, 1, 0.12050519913303322, 1]",1
10691,"[0, 2, 0.029546079004387025, 0]",1
10692,"[0, 1, 0.010736693703618554, 0]",1
10693,"[1, 2, 0.08843395264932608, 0]",0
10694,"[0, 1, 0.03542040280728197, 1]",1
10695,"[0, 1, 0.06024328089170875, 1]",1
10696,"[1, 2, 0.02510524981938192, 0]",0
10697,"[1, 3, 0.0836841660646064, 0]",0
10698,"[1, 1, 0.014100200948853515, 0]",0
10699,"[0, 1, 0.14901326347174187, 1]",1
10700,"[0, 3, 0.009909967033966547, 0]",0
10701,"[0, 1, 0.12472786744413789, 0]",1
10702,"[0, 1, 0.05083276180022909, 0]",1
10703,"[0, 1, 0.0077777022231850556, 1]",1
10704,"[1, 2, 0.037192962695380624, 0]",0
10705,"[0, 1, 0.048109320299881755, 0]",1
10706,"[0, 1, 0.040443480874916074, 0]",0
10707,"[1, 1, 0.012390731967635592, 0]",0
10708,"[1, 2, 0.00921293571353465, 0]",0
10709,"[0, 2, 0.03917719603012932, 0]",1
10710,"[1, 1, 0.04484708264778446, 0]",0
10711,"[0, 1, 0.16362240694936364, 0]",1
10712,"[1, 1, 0.008219548119851173, 0]",1
10713,"[0, 3, 0.07620769638737485, 0]",1
10714,"[0, 2, 0.030430605841675052, 0]",0
10715,"[0, 1, 0.028974801230616475, 0]",1
10716,"[1, 3, 0.10388379235606311, 0]",0
10717,"[1, 2, 0.048590806102029524, 0]",0
10718,"[1, 1, 0.030566823276254745, 0]",0
10719,"[0, 3, 0.07737970856816032, 0]",1
10720,"[0, 1, 0.3227817833920532, 1]",1
10721,"[1, 1, 0.03345188928948814, 0]",0
10722,"[1, 2, 0.011283258345789627, 0]",0
10723,"[0, 2, 0.027821917687428428, 0]",0
10724,"[1, 1, 0.04634815351270508, 0]",1
10725,"[1, 1, 0.04979378426228682, 0]",1
10726,"[0, 2, 0.03843122081666765, 1]",1
10727,"[1, 1, 0.01817868314337455, 0]",1
10728,"[0, 3, 0.029316458137385443, 0]",1
10729,"[1, 1, 0.03810384819368742, 0]",0
10730,"[0, 1, 0.07149202288978217, 1]",1
10731,"[0, 2, 0.07319949784576794, 0]",1
10732,"[1, 2, 0.013693772628753775, 0]",0
10733,"[0, 2, 0.13377043931285726, 1]",1
10734,"[1, 3, 0.048590806102029524, 0]",0
10735,"[0, 2, 0.04491943931097032, 0]",1
10736,"[1, 1, 0.017047801683341895, 0]",0
10737,"[0, 1, 0.06784343702778493, 0]",1
10738,"[0, 2, 0.06237898876245134, 1]",1
10739,"[0, 1, 0.05395717579588899, 0]",1
10740,"[1, 3, 0.009253237350010934, 0]",0
10741,"[0, 2, 0.008765015273976834, 0]",1
10742,"[0, 3, 0.009845196007600754, 0]",0
10743,"[1, 2, 0.05106152505637, 0]",0
10744,"[0, 1, 0.09425635036409317, 0]",1
10745,"[0, 2, 0.02938858062451056, 1]",1
10746,"[0, 2, 0.02851398898090986, 0]",1
10747,"[0, 1, 0.01395651015398635, 0]",0
10748,"[0, 1, 0.0027919488052426896, 0]",0
10749,"[0, 1, 0.044892480382094195, 0]",1
10750,"[0, 2, 0.05684207506275152, 0]",0
10751,"[0, 1, 0.06049145324733709, 1]",1
10752,"[1, 3, 0.04402160027440161, 0]",0
10753,"[0, 2, 0.013989551831531808, 0]",0
10754,"[1, 1, 0.03912506465358221, 0]",1
10755,"[1, 2, 0.05001042858730458, 0]",0
10756,"[0, 1, 0.017343067303372504, 1]",1
10757,"[0, 2, 0.05793519189088135, 0]",1
10758,"[1, 3, 0.0836841660646064, 0]",0
10759,"[0, 2, 0.017276900112665725, 0]",0
10760,"[0, 1, 0.08242089463819448, 0]",1
10761,"[0, 1, 0.06526835563676282, 0]",1
10762,"[1, 1, 0.1398587890685087, 0]",1
10763,"[1, 1, 0.09664511657357855, 0]",0
10764,"[0, 1, 0.127125095890341, 1]",1
10765,"[0, 1, 0.1260035352151488, 0]",1
10766,"[0, 2, 0.02721692640280856, 0]",1
10767,"[1, 2, 0.04496462654217657, 0]",0
10768,"[1, 1, 0.00958069488563503, 0]",0
10769,"[1, 1, 0.059786015206397675, 0]",0
10770,"[1, 1, 0.08732260806741536, 0]",1
10771,"[1, 1, 0.010964085553052998, 0]",0
10772,"[0, 2, 0.09414468682268219, 0]",1
10773,"[1, 2, 0.024295403051014762, 0]",0
10774,"[0, 3, 0.09414468682268219, 0]",0
10775,"[1, 1, 0.03864442209018991, 0]",0
10776,"[0, 1, 0.0373226692701258, 0]",1
10777,"[0, 2, 0.0386559062297212, 0]",1
10778,"[0, 1, 0.12660347447337303, 0]",1
10779,"[0, 3, 0.07901980271018572, 0]",1
10780,"[0, 2, 0.11793980327623145, 1]",1
10781,"[0, 1, 0.04377765299951961, 0]",0
10782,"[0, 1, 0.0955680945400638, 1]",1
10783,"[0, 2, 0.08062553385910672, 1]",1
10784,"[0, 1, 0.0077777022231850556, 1]",1
10785,"[0, 1, 0.048109320299881755, 0]",1
10786,"[0, 3, 0.029279799138307177, 0]",0
10787,"[0, 1, 0.05790693234061901, 0]",1
10788,"[1, 2, 0.1158703837817627, 0]",0
10789,"[0, 1, 0.05931469437098915, 1]",1
10790,"[0, 2, 0.041473565999544895, 0]",1
10791,"[0, 1, 0.04121044731909724, 0]",1
10792,"[1, 2, 0.03765787472907288, 0]",0
10793,"[1, 2, 0.047819523465489365, 0]",0
10794,"[1, 2, 0.007748136262226133, 0]",0
10795,"[0, 2, 0.04538179152739172, 0]",1
10796,"[0, 1, 0.1331363344192763, 0]",1
10797,"[0, 1, 0.008276604667555856, 0]",0
10798,"[0, 1, 0.05454080231645455, 1]",1
10799,"[1, 2, 0.06038442054791197, 0]",0
10800,"[0, 2, 0.047360329841499585, 0]",1
10801,"[0, 1, 0.09801577341122693, 1]",1
10802,"[0, 2, 0.028940269658268868, 1]",1
10803,"[0, 3, 0.011542643595118125, 0]",0
10804,"[1, 1, 0.1146466086109658, 0]",1
10805,"[0, 3, 0.08915017468105925, 0]",1
10806,"[0, 3, 0.04938737669386607, 0]",0
10807,"[1, 1, 0.061482244455629186, 0]",0
10808,"[0, 3, 0.02136617005904844, 0]",0
10809,"[1, 1, 0.0049433799992029655, 0]",0
10810,"[0, 3, 0.10814569152964519, 0]",1
10811,"[0, 3, 0.04634815351270508, 0]",0
10812,"[1, 1, 0.04697505651356159, 0]",0
10813,"[0, 1, 0.12252546754444915, 0]",1
10814,"[0, 1, 0.02341088369178702, 0]",1
10815,"[0, 2, 0.07132258764459441, 0]",0
10816,"[0, 2, 0.07172928519823404, 1]",1
10817,"[1, 2, 0.051941896178031556, 0]",0
10818,"[1, 2, 0.2317407675635254, 0]",0
